Nome/Dono;	URL;	Linguagem Primaria;	Numero da Issue;	Titulo da Issue;	Data de Criacao da Issue;	Data de Fechamento da Issue;	Data de Criacao do Repositorio;
dotnet/wpf;	https://github.com/dotnet/wpf;	C#;	39;	Allow BitmapSource to invalidate its image cache ptr;	2018-12-02T06:27:32Z;	None;	2018-10-19T01:55:23Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1316;	Migrate to .NET Standard - Can't compile XAML;	2017-12-05T02:16:29Z;	2017-12-14T10:53:58Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1318;	Question: NuGet packages for service releases;	2017-12-05T10:25:34Z;	2017-12-05T13:38:45Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1322;	Removing Last Item from ObeservableCollection for ListView.ItemsSource throws exception on Windows 8.1 (Desktop);	2017-12-05T13:32:20Z;	2017-12-05T13:41:29Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1323;	tabbed page BarTextColor is not pervasive and can't be applied after instantiation;	2017-12-05T15:43:59Z;	2018-03-19T10:23:07Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1324;	Upgrade XForms PCL to .Net Standard - Loss of AssemblyGlobal;	2017-12-05T16:59:26Z;	2017-12-05T17:11:25Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1325;	Long time to layout ListView causing stutter in Master drawer closing animation;	2017-12-05T18:56:38Z;	None;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1326;	ListView word wrap in Label causing ViewCells to overlap;	2017-12-05T23:17:08Z;	2017-12-21T19:32:09Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1331;	[Android] ViewCell shows ContextActions on tap instead of long press;	2017-12-06T13:53:47Z;	2018-01-03T15:18:27Z;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1332;	Scrollview does not resize when ContentSize changes when inside a Detail page;	2017-12-06T15:36:23Z;	None;	2016-03-18T15:52:03Z;
xamarin/Xamarin.Forms;	https://github.com/xamarin/Xamarin.Forms;	C#;	1333;	iOS app crashes occasionally with System.ArgumentOutOfRangeException since Xamarin.Forms 2.5;	2017-12-06T16:20:56Z;	2018-06-12T02:32:36Z;	2016-03-18T15:52:03Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	4;	Conflicting types: 'Entitas.Matcher' conflicts with the imported type 'Entitas.Matcher';	2015-05-14T00:03:11Z;	2015-05-18T07:56:10Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	5;	Undo/Redo;	2015-06-15T06:31:13Z;	2015-06-18T20:35:55Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	6;	Entitas/Generate: 'Path contains invalid chars' on Windows;	2015-06-28T18:59:27Z;	2015-07-12T11:39:00Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	7;	How to get started with components and systems;	2015-06-30T16:39:37Z;	2015-07-02T01:07:09Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	8;	Check for updates: TlsException: Invalid certificate received from server;	2015-07-04T16:41:48Z;	2015-07-07T08:45:39Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	9;	The name `CoreComponentIds' does not exist in the current context;	2015-07-15T13:02:45Z;	2015-07-17T22:50:38Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	10;	Entitas for Go has moved;	2015-07-16T09:36:28Z;	2015-07-16T11:32:30Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	12;	Conflict when IComponents from different pools assigned to a single entity;	2015-07-30T04:28:06Z;	2015-07-31T21:28:18Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	13;	Designing levels in the editor and Entitas;	2015-07-30T19:50:26Z;	2015-07-31T21:31:45Z;	2014-03-18T16:36:44Z;
sschmid/Entitas-CSharp;	https://github.com/sschmid/Entitas-CSharp;	C#;	15;	Why is not CodeDom used for code generation?;	2015-07-31T06:20:19Z;	2015-07-31T21:26:37Z;	2014-03-18T16:36:44Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	1;	Infrastructure layer;	2017-04-03T23:04:12Z;	2017-08-07T19:27:31Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	2;	eBook is missing a verb;	2017-04-04T00:28:22Z;	2017-04-04T13:44:59Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	3;	Don't Oversell Benefits of SPA Choice;	2017-04-14T20:23:55Z;	2017-04-14T20:52:38Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	4;	Update Logo;	2017-04-18T00:41:23Z;	2017-04-22T18:59:45Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	11;	How to migrate a database;	2017-05-16T07:06:52Z;	2017-06-20T15:16:14Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	12;	Visio Files used to generated PDF;	2017-05-24T19:45:05Z;	2017-05-26T17:34:05Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	13;	Package Microsoft.Composition 1.0.27 is not compatible with netcoreapp1.1 (;	2017-05-26T15:29:20Z;	2017-05-26T17:32:49Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	15;	http://localhost:5106/Account/Login 404 Not Found;	2017-05-30T16:23:55Z;	2017-07-29T03:42:43Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	16;	IBasketService and IIdentityParser missing;	2017-06-02T17:33:43Z;	2017-07-29T03:42:09Z;	2017-02-28T02:39:37Z;
dotnet-architecture/eShopOnWeb;	https://github.com/dotnet-architecture/eShopOnWeb;	C#;	20;	Unable to resolve service for type 'ApplicationCore.Interfaces.IBasketService' while attempting to activate ;	2017-07-27T02:40:46Z;	2017-07-29T03:41:28Z;	2017-02-28T02:39:37Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	3;	Factories for testing;	2017-08-07T17:45:26Z;	2018-06-07T14:35:02Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	4;	web project dependency on Infrastructure;	2017-08-16T22:05:58Z;	2017-08-16T22:20:50Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	5;	Trouble building project;	2017-10-18T13:49:41Z;	2017-10-18T14:04:45Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	9;	Best Way of implementing Application Services?;	2017-11-11T15:04:21Z;	2017-12-05T00:52:34Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	10;	Upgrade to ASP.NET Core 2.1;	2018-04-05T15:47:29Z;	2018-06-01T14:49:17Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	11;	README links are not active;	2018-04-19T13:24:29Z;	2018-04-19T17:08:53Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	12;	Failing Test : Cannot find reference assembly 'dotnet-aspnet-codegenerator-design.dll';	2018-04-27T09:04:29Z;	2018-05-03T15:06:11Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	15;	Update Web Tests to use WebApplicationFactory<T>;	2018-06-01T14:51:42Z;	2018-06-07T13:45:09Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	18;	Reference from Web to Infrastructure only for AppDbContext;	2018-06-12T14:47:15Z;	2018-09-27T14:00:06Z;	2016-09-30T14:19:20Z;
ardalis/CleanArchitecture;	https://github.com/ardalis/CleanArchitecture;	C#;	19;	Where to add ASP.NET Identity;	2018-07-06T13:10:50Z;	2018-07-24T16:14:38Z;	2016-09-30T14:19:20Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	1;	Observable.Cast<T>;	2013-11-09T21:03:52Z;	2014-01-06T20:59:21Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	2;	Rx 2.2 beta and Xamarin.Android;	2013-11-27T11:58:26Z;	2014-01-06T20:59:08Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	5;	AsyncEnumerable.SelectMany must dispose inner IAsyncEnumerators;	2014-04-10T17:43:43Z;	2015-04-13T18:50:24Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	8;	Rx PCL target should be changed to portable-win8+net45+wp8+wpa81;	2014-04-29T13:28:01Z;	2014-08-14T19:44:39Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	13;	MissingManifestResourceExceptions on Release builds on Windows Phone 8.1 store apps;	2014-06-30T13:40:59Z;	2015-04-17T02:45:22Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	14;	ExecutionContext does not flow consistently;	2014-07-02T17:37:12Z;	2015-04-13T18:52:51Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	15;	Add Win81, WP81 support for Ix;	2014-07-22T22:54:12Z;	2015-04-15T02:36:55Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	16;	Unexpected behavior with async/await on IObservable;	2014-08-26T14:29:14Z;	2014-08-26T18:56:54Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	17;	Lose stack trace with the Stubs.Throw implementation;	2014-08-28T11:54:17Z;	2015-04-13T18:49:28Z;	2013-09-03T22:33:51Z;
dotnet/reactive;	https://github.com/dotnet/reactive;	C#;	18;	Reactive Overloads for Static Parameters;	2014-10-13T15:41:10Z;	2019-11-13T23:04:28Z;	2013-09-03T22:33:51Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	2;	Jackett need to live!;	2015-10-30T06:37:33Z;	2015-11-05T12:50:24Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	3;	[REQ] SceneHD.org;	2015-10-30T08:37:54Z;	2018-11-09T15:30:08Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	4;	[REQ]Totally Kids Integration;	2015-10-30T08:50:50Z;	2019-03-06T05:10:36Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	5;	[REQ]Cartoon Chaos Integration;	2015-10-30T08:51:05Z;	2019-02-11T22:29:44Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	6;	[REQ] add movies categories to nCore tracker;	2015-10-30T09:06:53Z;	2015-11-20T10:55:05Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	8;	[REQ] AutoUpdater;	2015-10-30T12:18:30Z;	2015-11-20T13:15:42Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	10;	[REQ] Make all URLs modifiable;	2015-10-31T10:13:10Z;	2017-01-02T20:52:13Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	11;	Command sequence;	2015-10-31T11:25:13Z;	2015-11-02T08:25:06Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	13;	[REQ] www.bluetigers.ca;	2015-10-31T17:27:53Z;	2015-11-09T12:04:03Z;	2015-10-29T16:23:19Z;
Jackett/Jackett;	https://github.com/Jackett/Jackett;	C#;	14;	[REQ] fnt.nu;	2015-10-31T17:29:16Z;	2016-01-05T19:11:47Z;	2015-10-29T16:23:19Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	2;	Support Linux-based operating systems?;	2018-01-07T05:20:16Z;	None;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	3;	Failed to update PAC file;	2018-01-21T22:02:37Z;	None;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	4;	下载shadowsocksR-4.7.0-win.7z，windows defender报毒：特洛伊木马;	2018-03-02T16:12:50Z;	2018-06-11T06:45:31Z;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	5;	Windows 10 声音卡顿;	2019-01-13T06:08:09Z;	2019-06-27T10:56:26Z;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	6;	日志存储时，System.UnauthorizedAccessException未捕获;	2019-04-09T08:12:59Z;	None;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	8;	download failed;	2019-04-14T04:43:59Z;	None;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	9;	issue;	2019-07-10T08:48:38Z;	2019-07-10T10:58:26Z;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	10;	寻一个二开客户端的大佬;	2019-10-11T09:19:39Z;	None;	2017-07-27T14:46:22Z;
shadowsocksr-backup/shadowsocksr-csharp;	https://github.com/shadowsocksr-backup/shadowsocksr-csharp;	C#;	11;	加密方式aes-256-cfb8;	2020-02-26T11:50:04Z;	None;	2017-07-27T14:46:22Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	1;	I am doing something similar;	2012-06-15T12:44:54Z;	2012-06-25T12:49:58Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	4;	FeedbackService;	2012-06-26T10:06:57Z;	2012-06-26T13:10:04Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	5;	C2DM Depreciated, Long live GCM?;	2012-06-27T19:00:46Z;	2012-06-27T19:20:23Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	6;	Add Google Cloud Messaging Support;	2012-06-27T20:21:00Z;	2012-07-03T18:18:46Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	8;	Nuget packages after important updates;	2012-07-08T22:23:17Z;	2012-07-09T12:52:23Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	11;	Sleep question;	2012-07-17T08:44:58Z;	2012-07-22T23:18:46Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	12;	100% cpu consumption in ApplePushChannel.Cleanup;	2012-07-20T09:51:00Z;	2012-08-01T03:11:14Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	13;	APNS Feedback features;	2012-07-25T14:58:27Z;	2012-08-01T03:11:14Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	14;	C2DM notregistered error handled incorrectly;	2012-07-25T15:05:18Z;	2012-08-01T03:03:09Z;	2012-06-08T17:52:47Z;
Redth/PushSharp;	https://github.com/Redth/PushSharp;	C#;	15;	How to check service status?;	2012-07-26T10:35:55Z;	2012-08-01T03:16:32Z;	2012-06-08T17:52:47Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	1;	LogCallbackAsObservable;	2014-04-11T22:08:22Z;	2014-05-08T04:35:33Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	2;	Implements to 4/19;	2014-04-12T22:12:36Z;	2014-05-08T04:35:33Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	3;	Can't load solution;	2014-05-30T18:24:54Z;	2014-06-09T15:41:53Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	4;	plz convert structs to classes to prevent JIT exception on iOS;	2014-06-27T06:49:34Z;	2014-07-10T03:56:53Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	7;	Add EveryEndOfFrame;	2014-07-23T06:09:47Z;	2014-07-24T13:23:35Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	8;	Lifecycle Observable;	2014-07-23T06:09:58Z;	2014-07-24T13:23:40Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	9;	Add ObserverOn Sample;	2014-07-23T06:15:55Z;	2014-07-27T22:11:47Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	10;	Add FromEvent Sample;	2014-07-23T06:16:16Z;	2014-07-27T22:11:47Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	11;	EveryUpdate lifecycle managment sample;	2014-07-24T04:39:27Z;	2014-07-27T21:14:51Z;	2014-03-20T12:23:28Z;
neuecc/UniRx;	https://github.com/neuecc/UniRx;	C#;	12;	Fix ObservableWWW Sample;	2014-07-24T12:19:00Z;	2014-07-27T16:32:06Z;	2014-03-20T12:23:28Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	4;	Truncated source file;	2015-03-18T20:37:54Z;	2015-03-19T10:21:18Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	5;	Issue Guide wiki entry does not exist, README references it;	2015-03-18T20:46:23Z;	2015-03-18T21:05:31Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	6;	Migrate from MSTest to xunit;	2015-03-18T20:50:16Z;	2015-09-16T19:48:12Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	16;	Support yaml/json;	2015-03-19T12:27:35Z;	2015-12-09T23:13:34Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	17;	add .editorconfig. to align with other .Net Foundation MS projects. ;	2015-03-19T13:01:16Z;	2015-04-22T03:02:48Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	21;	Remove unneeded using statements;	2015-03-19T19:18:23Z;	2015-04-08T01:21:39Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	24;	Behavior change for RAR Copy Local behavior when in the GAC;	2015-03-19T22:45:25Z;	2015-08-25T21:55:39Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	26;	Linux/mono support (xplat branch);	2015-03-20T01:02:57Z;	2015-03-26T16:57:16Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	29;	Rewriting of msbuild files;	2015-03-20T13:11:17Z;	2016-11-16T20:26:43Z;	2015-03-12T02:04:46Z;
microsoft/msbuild;	https://github.com/microsoft/msbuild;	C#;	30;	Failing and ignored tests;	2015-03-20T15:15:13Z;	2015-09-29T22:40:53Z;	2015-03-12T02:04:46Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	1;	Log file is saved in application directory;	2010-01-09T04:53:06Z;	2011-05-17T19:10:44Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	2;	mRemoteNG does not support VNC;	2010-01-15T01:52:16Z;	2010-01-20T04:38:04Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	3;	RDP connections logged off instead of disconnected when exiting mRemoteNG;	2010-01-15T15:52:31Z;	2010-02-03T05:23:43Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	4;	Clicking the black area around the VNC control throws an unhandled exception;	2010-01-20T13:58:14Z;	2010-02-03T05:23:43Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	5;	Window move and focus behaviour (Windows 7);	2010-01-21T07:41:46Z;	2011-12-22T00:25:07Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	6;	VNC CTRL+key & keyboard combo mappings are broken;	2010-03-19T03:03:02Z;	2011-04-28T19:13:27Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	7;	RDP not wokring without Admin rights in Portable Edition;	2010-03-22T17:01:52Z;	2011-02-18T18:36:00Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	8;	putty Windows is disapearing when pressing Alt + Tab;	2010-04-06T13:35:55Z;	2011-12-22T00:41:08Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	9;	Problem using SQL;	2010-04-19T09:54:17Z;	2011-12-22T00:41:08Z;	2010-01-06T15:53:17Z;
mRemoteNG/mRemoteNG;	https://github.com/mRemoteNG/mRemoteNG;	C#;	10;	Connection to server 2008;	2010-04-20T12:35:30Z;	2011-12-22T00:41:08Z;	2010-01-06T15:53:17Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	1;	ConnectionFailed isn't raised when single server node goes down;	2014-03-19T05:41:40Z;	2014-03-19T09:17:59Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	6;	Remove Ping/Echo requirement (also: twemproxy);	2014-03-24T22:36:01Z;	2014-03-25T14:54:17Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	7;	no scan method ?;	2014-03-30T17:39:30Z;	2014-03-30T21:00:18Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	8;	wrong redistype for sortedset;	2014-04-02T13:36:26Z;	2014-04-03T06:57:14Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	10;	Publish during/inside transaction?;	2014-04-03T19:04:00Z;	2014-04-04T06:51:34Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	12;	StackExchange.Redis timeout and “No connection is available to service this operation”;	2014-04-08T08:46:12Z;	2014-04-14T12:23:29Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	13;	Keys category of commands, 'KEYS' method not found;	2014-04-09T02:26:44Z;	2014-04-09T07:59:16Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	15;	Setaddasync, sortedsetsaddasync and remove not functional?;	2014-04-11T16:41:19Z;	2014-04-14T12:22:48Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	16;	Using API to connect to other no-sql db;	2014-04-11T16:42:54Z;	2014-04-14T12:20:48Z;	2014-03-14T14:09:26Z;
StackExchange/StackExchange.Redis;	https://github.com/StackExchange/StackExchange.Redis;	C#;	17;	NullReferenceException on reconnect;	2014-04-11T18:41:26Z;	2014-04-22T11:46:37Z;	2014-03-14T14:09:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	1;	A new name is needed;	2016-12-25T11:44:37Z;	2016-12-28T21:37:35Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	2;	Correctly Integrate Movies;	2016-12-29T09:59:52Z;	2017-01-09T22:54:54Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	3;	Integrating PreDB.me;	2016-12-29T10:01:19Z;	2018-07-02T07:53:03Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	4;	Fix all Indexers for Movies;	2016-12-29T10:04:31Z;	2017-01-14T16:57:37Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	5;	Importing Sonarr Config;	2016-12-29T10:05:38Z;	2017-01-17T10:21:38Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	6;	Import from CP;	2016-12-29T16:01:53Z;	2017-01-10T21:08:14Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	7;	Use version in zip file name;	2016-12-29T18:47:18Z;	2017-01-03T15:26:02Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	8;	Rename directory inside zip file;	2016-12-29T18:48:06Z;	2017-01-03T13:15:56Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	9;	Doesn't start on Arch Linux;	2016-12-29T19:03:06Z;	2017-01-04T20:38:24Z;	2016-12-25T11:38:26Z;
Radarr/Radarr;	https://github.com/Radarr/Radarr;	C#;	10;	DB Exception on load when Sonarr installed;	2016-12-29T21:45:15Z;	2016-12-30T10:25:32Z;	2016-12-25T11:38:26Z;
