Nome/Dono;	URL;	Linguagem Primaria;	Numero da Issue;	Titulo da Issue;	Data de Criacao da Issue;	Data de Fechamento da Issue;	Data de Criacao do Repositorio;
NickeManarin/ScreenToGif;	https://github.com/NickeManarin/ScreenToGif;	C#;	9;	Does it works on Linux?;	2016-09-16T17:55:41Z;	2016-09-18T18:26:34Z;	2016-08-02T01:28:59Z;
NickeManarin/ScreenToGif;	https://github.com/NickeManarin/ScreenToGif;	C#;	10;	Exception using read only file as watermark;	2016-09-16T20:04:51Z;	2016-09-21T15:56:29Z;	2016-08-02T01:28:59Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	1;	(Bug) Customized Proxy Domain in Route Setting;	2019-07-30T12:55:56Z;	2019-09-21T01:37:34Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	2;	win10 1903 v2rayV2.30 开机自启会弹出界面;	2019-07-31T01:03:35Z;	2019-08-01T07:07:11Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	3;	关于订阅问题;	2019-07-31T02:45:29Z;	2019-08-01T07:06:59Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	4;	能否在GUI界面上加入前置socks的选项？;	2019-08-01T06:39:25Z;	2019-08-01T07:06:49Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	5;	希望在参数设置那里放开协议选项，能够自由选择socks5 以及http;	2019-08-01T07:05:01Z;	2019-08-01T07:07:41Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	7;	测速能否改成访问网站通过时间延迟来计算速度？;	2019-08-03T16:46:37Z;	2019-08-05T00:16:18Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	8;	全局模式托盘能变个颜色嘛，，方便区分;	2019-08-05T15:32:04Z;	2019-09-30T02:17:23Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	9;	解析订阅的时候会报错，订阅内容解码失败(非BASE64码);	2019-08-06T05:31:31Z;	2019-08-19T01:06:19Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	10;	笔记本电脑连手机热点，为什么就不能上外网了，在家接网线好好的;	2019-08-06T09:09:46Z;	2019-08-13T09:09:01Z;	2019-07-30T03:47:24Z;
2dust/v2rayN;	https://github.com/2dust/v2rayN;	C#;	11;	HTTP代理模式无法选择;	2019-08-06T14:33:34Z;	2019-08-06T23:49:08Z;	2019-07-30T03:47:24Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	2;	Crash wen update checking disabled;	2011-02-10T10:08:27Z;	2011-02-11T06:08:06Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	3;	Unnecessary base..ctor() call;	2011-02-17T05:37:37Z;	2011-05-20T19:34:49Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	4;	'for' loops decompiled wrong;	2011-02-17T09:32:36Z;	2011-02-21T17:05:28Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	5;	redundant ctor;	2011-02-17T09:34:23Z;	2011-02-20T16:59:04Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	6;	redundant explicit boxing;	2011-02-17T09:39:29Z;	2011-02-20T15:03:57Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	7;	using pattern should be decompiled;	2011-02-17T16:26:28Z;	2011-02-19T22:59:07Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	8;	C# null check is wrong;	2011-02-17T16:27:43Z;	2011-02-18T14:46:37Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	9;	Clicking the Var button on the toolbar without Graphviz causes application to crash;	2011-02-18T18:23:05Z;	2011-02-20T14:35:27Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	11;	StackOverflow in C# decompiler;	2011-02-18T22:33:05Z;	2011-02-19T02:00:51Z;	2011-02-04T11:24:20Z;
icsharpcode/ILSpy;	https://github.com/icsharpcode/ILSpy;	C#;	12;	StackBefore == null;	2011-02-19T04:20:48Z;	2011-02-20T10:51:10Z;	2011-02-04T11:24:20Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	2;	Awesomeness level;	2014-01-29T05:13:58Z;	2014-04-30T18:39:07Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	8;	Use project.json for tests;	2014-02-11T21:14:13Z;	2014-03-19T21:17:23Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	76;	Generic base class for Entity failure;	2014-03-31T18:04:22Z;	2014-04-30T18:38:33Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	77;	Consider taking IX-Async dependency;	2014-03-31T23:09:52Z;	2014-05-21T22:29:08Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	82;	EntityContext Add after a SaveChanges fails;	2014-04-03T20:46:25Z;	2014-04-30T18:37:46Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	88;	Identity ask: Support navigation properties that target an un-mapped base type (incl generics);	2014-04-07T22:05:31Z;	2016-11-08T00:42:53Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	89;	Identity ask: Sequential Key generator GUIDs;	2014-04-07T22:07:44Z;	2014-05-27T20:53:37Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	90;	Support PKs in shadow state (useful for leaf nodes in Aggregate Root pattern);	2014-04-07T22:08:33Z;	2015-11-04T02:03:55Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	92;	Identity ask: add indexing for case sensitive indexes;	2014-04-09T23:52:59Z;	2014-04-30T18:33:53Z;	2014-01-23T00:52:01Z;
dotnet/efcore;	https://github.com/dotnet/efcore;	C#;	95;	Add extension method on ServiceCollection to register EF services;	2014-04-16T03:26:47Z;	2014-04-30T18:32:53Z;	2014-01-23T00:52:01Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	1;	Investigate a good method for dark theme - apply to current styles;	2015-02-25T12:18:26Z;	2015-03-29T14:32:39Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	2;	Text boxes;	2015-02-25T12:20:38Z;	2015-03-29T14:32:15Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	3;	Range sliders;	2015-02-25T12:21:54Z;	2015-03-29T14:32:27Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	5;	Menus;	2015-03-29T14:32:55Z;	2015-07-07T21:18:58Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	6;	Date pickers;	2015-03-29T14:34:25Z;	2015-04-27T12:06:33Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	7;	scroll bars;	2015-03-29T19:54:59Z;	2015-08-28T21:36:05Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	8;	Make Button Styles more consistent with Guidlines;	2015-03-30T10:58:32Z;	2015-04-02T06:19:08Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	10;	ToggleButton with IsChecked='True' ;	2015-04-03T11:06:55Z;	2015-04-06T19:14:02Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	11;	Support for Textbox with floating label;	2015-04-03T11:09:36Z;	2015-08-30T14:53:02Z;	2015-02-07T23:30:48Z;
MaterialDesignInXAML/MaterialDesignInXamlToolkit;	https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit;	C#;	14;	Need a logo/icon;	2015-04-20T16:09:34Z;	2015-05-04T07:24:35Z;	2015-02-07T23:30:48Z;
mono/mono;	https://github.com/mono/mono;	C#;	6150;	Compile problem - error CS0006: Metadata file './../../../external/api-snapshot/profiles/net_4_x/System.Net.Http.dll' could not be found  ;	2017-12-02T22:03:28Z;	2017-12-02T23:30:30Z;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6151;	fork() - Mono.Unix.Native;	2017-12-02T22:46:35Z;	2017-12-03T02:20:05Z;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6153;	Potential bug in HttpContext.RewritePath;	2017-12-03T11:56:22Z;	2017-12-08T00:56:06Z;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6161;	Memory leak when marshalling Delegate to native code;	2017-12-05T14:49:45Z;	None;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6165;	mono_os_mutex_lock: pthread_mutex_lock failed (failing in mac mono 5.8.0.88, but not in linux mono  5.8.0.22);	2017-12-05T23:23:37Z;	None;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6167;	Control intervals under which performance counters are gathered;	2017-12-06T06:04:27Z;	None;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6169;	Thread objects are being leaked;	2017-12-06T13:59:37Z;	2017-12-13T21:01:40Z;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6170;	Switch to Mach thread suspend API for sampling;	2017-12-06T15:07:30Z;	None;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6171;	Runtime should free methods when profilers are attached;	2017-12-06T15:11:06Z;	None;	2010-07-22T18:06:36Z;
mono/mono;	https://github.com/mono/mono;	C#;	6172;	Some profiler events are raised before profilers are loaded;	2017-12-06T15:12:50Z;	None;	2010-07-22T18:06:36Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	1;	Use Mvvm cross and bind to INotifyPropertyChanged;	2014-10-03T08:15:32Z;	2015-08-28T20:32:38Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	2;	Rotate origin not correctly applied to children in scene graph.;	2014-11-29T12:15:47Z;	2014-12-17T02:38:25Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	3;	Grid does not arrange correctly with columns Auto,*,Auto.;	2014-11-29T12:26:04Z;	2014-12-04T20:00:45Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	6;	Allow embedding into Perspex;	2014-12-05T12:31:08Z;	None;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	7;	Remove usage of NGenerics as LGPL;	2014-12-09T08:35:29Z;	2015-09-23T17:40:30Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	8;	Use GTK3 instead of GTK2.;	2014-12-09T09:43:30Z;	2017-02-04T17:11:45Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	9;	license.md is missing;	2014-12-09T16:20:27Z;	2014-12-09T17:33:20Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	14;	Background Property should be defined on TemplatedControl;	2014-12-16T01:43:03Z;	2014-12-17T18:05:42Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	15;	:pointerover not removed from an element correctly.;	2014-12-16T12:38:33Z;	2014-12-17T18:40:23Z;	2013-12-05T20:13:21Z;
AvaloniaUI/Avalonia;	https://github.com/AvaloniaUI/Avalonia;	C#;	17;	Add inherent DI support;	2014-12-30T20:50:28Z;	2016-08-03T00:20:53Z;	2013-12-05T20:13:21Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	1;	ASP.NET Identity Framework Implementation;	2014-01-20T17:38:39Z;	2014-03-04T14:24:13Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	2;	Permission based authorization system;	2014-02-03T07:21:16Z;	2014-03-04T14:24:04Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	3;	Loading modules;	2014-03-04T14:25:55Z;	2014-03-10T06:59:10Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	4;	Make EventBus to handle events with base event data types like concrete types.;	2014-04-28T10:23:49Z;	2014-05-22T10:29:58Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	5;	Log validation errors;	2014-05-13T07:45:48Z;	2014-07-05T13:46:34Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	6;	It does not return message of UserFriendlyException.;	2014-05-13T07:47:15Z;	2014-05-19T13:44:45Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	7;	Recursive DTO validation;	2014-05-18T17:17:21Z;	2014-07-05T13:21:57Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	8;	Infinite depth in dynamic controller addresses.;	2014-05-24T16:46:46Z;	2014-05-24T18:58:52Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	9;	Dyanmic javascript service proxy should be independent from require.js;	2014-05-24T16:48:49Z;	2014-05-24T21:15:51Z;	2013-08-18T20:45:08Z;
aspnetboilerplate/aspnetboilerplate;	https://github.com/aspnetboilerplate/aspnetboilerplate;	C#;	10;	Dynamic parameters in ConventionalRegistrationConfig;	2014-05-24T16:53:38Z;	2014-05-24T17:15:31Z;	2013-08-18T20:45:08Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	1;	Add HubName and HubMethodName attributes;	2011-07-28T22:11:14Z;	2011-08-01T04:39:56Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	2;	Add string based hub JS client;	2011-07-28T22:20:44Z;	2011-08-01T05:02:03Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	3;	Make sure we call .Catch() on every Task in SignalR;	2011-07-28T22:24:16Z;	2011-08-01T04:39:47Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	4;	Add authentication/authorization support to hubs & methods;	2011-07-28T22:28:33Z;	2012-10-14T06:26:23Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	5;	Make home page;	2011-07-28T22:29:28Z;	2011-11-16T01:56:55Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	6;	Add support for X-domain long-polling with JSONP;	2011-08-01T15:45:02Z;	2012-04-06T15:09:06Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	7;	Need a way to send messages to clients of a hub from outside the context of the hub;	2011-08-02T21:15:22Z;	2011-08-30T10:56:28Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	8;	Add ForeverFrame transport;	2011-08-02T21:15:56Z;	2011-12-06T17:20:09Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	9;	Add some unit tests!;	2011-08-12T09:34:14Z;	2011-09-16T02:38:58Z;	2011-07-22T03:52:19Z;
SignalR/SignalR;	https://github.com/SignalR/SignalR;	C#;	10;	Add OnConectAsync and OnDisconnectAsync;	2011-08-18T16:14:34Z;	2011-08-20T00:25:56Z;	2011-07-22T03:52:19Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	1;	Serializing NaN results in non-JSON compliant text;	2012-02-23T05:14:40Z;	2012-03-12T23:40:48Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	2;	Twitter API Bug, Unexpected token End Array;	2012-03-10T08:16:16Z;	2012-03-10T08:40:47Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	3;	JsonReader.Depth different values in releases 4.0 r4 and 4.0 r8;	2012-03-11T12:17:29Z;	2012-03-11T21:23:14Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	4;	Deserialize exceptions (mono);	2012-03-12T19:44:22Z;	2012-03-12T22:39:21Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	5;	Writing indentation is a large percentage of the serialization time;	2012-03-12T21:51:44Z;	2012-03-31T19:12:55Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	7;	JObject.Keys on a new JObject gives you a NullRef;	2012-03-14T00:32:05Z;	2012-03-18T21:49:15Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	8;	Can't use Linq when using Json.NET in .NET 2.0;	2012-03-15T12:22:52Z;	2012-03-18T21:49:39Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	9;	JsonConvert.DeserializeObject(string.Empty) now throw an NullReferenceException;	2012-03-29T04:02:12Z;	2012-03-31T19:12:55Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	10;	Add non generic ToObject on JToken;	2012-03-29T06:47:56Z;	2012-03-29T07:05:52Z;	2012-02-18T07:30:28Z;
JamesNK/Newtonsoft.Json;	https://github.com/JamesNK/Newtonsoft.Json;	C#;	12;	Portable has missing DateParseHandling;	2012-04-19T05:40:16Z;	2012-04-19T06:36:52Z;	2012-02-18T07:30:28Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	1;	Consider separating service protos into different files;	2018-08-03T19:26:04Z;	2020-01-16T22:49:00Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	2;	Consider using Google's common proto types  & empty proto;	2018-08-03T19:28:07Z;	2020-01-16T22:58:40Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	3;	Develop a service in Java;	2018-08-03T19:28:35Z;	2018-08-27T20:57:39Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	4;	Instrument all services with OpenCensus tracing;	2018-08-03T19:30:09Z;	2019-09-17T13:41:48Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	5;	Instrument all services with Stackdriver Profiler;	2018-08-03T19:30:24Z;	2020-01-16T22:49:39Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	6;	Instrument all services with Stackdriver debugger;	2018-08-03T19:30:36Z;	2020-01-16T22:49:53Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	7;	Document features;	2018-08-03T19:48:37Z;	2018-08-27T20:56:09Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	8;	Add observability endpoints to the frontend;	2018-08-03T22:45:38Z;	2020-02-21T23:18:30Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	9;	Standardize port numbers for grpc services;	2018-08-03T22:50:59Z;	2019-09-27T08:24:46Z;	2018-08-03T18:32:18Z;
GoogleCloudPlatform/microservices-demo;	https://github.com/GoogleCloudPlatform/microservices-demo;	C#;	10;	cartservice: move tests/ dir out of root;	2018-08-03T23:48:09Z;	2020-04-14T17:31:37Z;	2018-08-03T18:32:18Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	1;	Pass arbitrary data to Policy execution;	2013-05-25T01:56:34Z;	2013-06-16T08:35:30Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	2;	Ignore;	2013-06-17T23:51:44Z;	2013-06-18T05:58:28Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	3;	Thread Safe?;	2013-09-17T07:23:54Z;	2013-09-20T01:11:12Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	5;	Make 'Polly' unsigned by default and migrate signed to 'Polly-Signed';	2014-03-11T21:17:58Z;	2014-03-13T10:32:14Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	9;	Get final state of execute call after n retries?;	2014-07-02T18:59:23Z;	2014-08-14T08:54:40Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	10;	Different retry strategies for different errors;	2014-07-11T18:22:17Z;	2014-08-14T09:00:07Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	12;	Not catching FileNotFoundException;	2014-09-24T06:58:29Z;	2014-09-24T09:56:49Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	14;	Feature Request: Add ability for Policies to react to return values, not just exceptions;	2014-11-07T11:02:59Z;	2016-06-30T20:39:20Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	15;	Using Polly with Async methods;	2014-11-26T13:31:35Z;	2014-11-26T20:17:18Z;	2013-05-05T04:40:04Z;
App-vNext/Polly;	https://github.com/App-vNext/Polly;	C#;	18;	Allow Handle to use function call without Exception generic type;	2015-01-13T15:16:32Z;	2015-01-13T19:43:19Z;	2013-05-05T04:40:04Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2001;	building is still under attack when actor (attacker) is in transport;	2012-03-28T22:53:54Z;	2012-04-06T23:07:10Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2002;	OpenRA crashed when engineer invaded a just sold ore refinery;	2012-03-31T12:25:21Z;	2012-04-06T06:41:03Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2003;	Transparency Issue;	2012-03-31T13:46:23Z;	2012-04-26T22:15:36Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2004;	Crashes on start;	2012-03-31T19:00:34Z;	2012-12-04T19:01:35Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2005;	volume and scrollspeed above the scale at game-start;	2012-04-02T01:48:00Z;	2012-06-28T21:01:00Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2006;	Settings of floats are stored as int and out of range in some cases;	2012-04-03T09:13:26Z;	2012-04-05T08:47:53Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2007;	Pathfinder yanks a lot on island maps against bots;	2012-04-03T10:26:36Z;	2014-06-27T08:02:53Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2008;	Openra crashes in multiplayer mode under Linux;	2012-04-03T19:20:15Z;	2012-04-05T20:19:46Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2009;	Release 20120315 RA: Computer players don't build construction yard;	2012-04-04T05:59:50Z;	2013-01-18T09:20:48Z;	2010-10-04T07:38:05Z;
OpenRA/OpenRA;	https://github.com/OpenRA/OpenRA;	C#;	2010;	3-15-2012: Allied Artillery EXPLOSION bug...;	2012-04-05T03:45:29Z;	2012-04-29T07:19:46Z;	2010-10-04T07:38:05Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	1;	HostingEngine.Start returns IDisposable. Usage patterns around IDisposable return values should be documented.;	2015-02-13T00:00:04Z;	2015-12-15T16:39:48Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	3;	Add how to build in README.md;	2015-03-11T17:08:51Z;	2015-03-11T17:32:44Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	4;	I am ready to translate;	2015-03-19T19:59:51Z;	2015-10-10T20:11:36Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	8;	Convert migratingmvc5 to use Gulp instead of Grunt;	2015-04-06T15:44:54Z;	2015-04-27T22:10:12Z;	2014-12-19T17:38:02Z;
dotnet/AspNetCore.Docs;	https://github.com/dotnet/AspNetCore.Docs;	C#;	10;	Migrating MVC5->6 Identity;	2015-04-08T21:51:06Z;	2015-08-28T21:18:01Z;	2014-12-19T17:38:02Z;
